Időbélyeg;Pontszám;"1.	A specifikáció és az implementáció… ";"2.	Finomítással …";"3.	A tesztesetek megadásához szükséges... ";"4.	A holtpont …";"5.	Egy erőforrás kihasználtsága…";"6.	Egy folyamat átbocsátási rátája…";"7.	Egyensúlyi helyzetben lévő teljesítménymodell esetén… ";"8.	A folyamatszimuláció és a teljesítménymodellezés esetén…";"9.	Egy folytonos változó jellemző értékeit doboz diagrammal (boxplottal) és hisztogrammal is ábrázoljuk."
5.17.2017 13:11:30;0;d) …kapcsolata mindig kölcsönösen egyértelmű, azaz egy specifikációhoz egy implementáció létezik, és fordítva.;b) …részletezhetjük a modell felépítését.;a) …tesztbemenet;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …nemnegatív, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 13:15:01;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel)., d) … a két kifejezés pontosan ugyanazt a rendszermodellezési lépést jelöli (az egyik az elérendő cél, a másik a felhasznált technika neve), és ugyanazokban az esetekben alkalmazhatóak.;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., c) A boxplotról mindig könnyedén leolvasható a módusz.
5.17.2017 13:17:02;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 13:19:26;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete.;c) …részletezhetjük a modell által kezelt adatokat.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 13:21:34;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 13:24:25;0;;;;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;;;;;
5.17.2017 13:24:57;0;;;;;;;;;
5.17.2017 13:25:10;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 13:27:23;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 13:31:59;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 13:47:47;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;c) …részletezhetjük a modell által kezelt adatokat.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 13:48:27;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 13:49:52;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 13:58:15;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik, d) …a Little-törvény mindenképpen fennáll;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 14:01:12;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., d) … a két kifejezés pontosan ugyanazt a rendszermodellezési lépést jelöli (az egyik az elérendő cél, a másik a felhasznált technika neve), és ugyanazokban az esetekben alkalmazhatóak.;
5.17.2017 14:04:50;0;;;;;;;;;
5.17.2017 14:08:25;0;;b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., c) A boxplotról mindig könnyedén leolvasható a módusz.
5.17.2017 14:08:32;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;
5.17.2017 14:13:53;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép., d) …kapcsolata mindig kölcsönösen egyértelmű, azaz egy specifikációhoz egy implementáció létezik, és fordítva.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum, d) …futásidejű monitor;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 14:14:22;0;;;;;;;;;
5.17.2017 14:16:54;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 14:18:56;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik, d) …a Little-törvény mindenképpen fennáll;a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 14:24:32;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 14:24:50;0;b) …közül a specifikációban van több információtartalom, az a konkrétabb., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, b) …mindig nagyobb vagy egyenlő a vizitációs számnál, a) …egyensúlyi helyzetben megegyezik az érkezési rátával;a) …nemnegatív, b) …mindig nagyobb vagy egyenlő a vizitációs számnál, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., c) A boxplotról mindig könnyedén leolvasható a módusz.
5.17.2017 14:29:33;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
